Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2018,SRP173788,SAMN10609648,SRS4167575,SRR8346970,GENOMIC,PAIRED,0,686,Royal_Kush__PGT-15513,PGT-15513,PGT-15513,1,,,,Royal_Kush__PGT-15513
Phylos 2018,SRP173788,SAMN10609649,SRS4167334,SRR8346539,GENOMIC,PAIRED,0,819,OGKB_Girl_Scout_Cookies__PGT-15514,PGT-15514,PGT-15514,1,,,,OGKB_Girl_Scout_Cookies__PGT-15514
Phylos 2018,SRP173788,SAMN10609650,SRS4167335,SRR8346538,GENOMIC,PAIRED,0,665,Louis_13th_OG_Kush__PGT-15515,PGT-15515,PGT-15515,1,,Louis XIII OG,https://cannasos.com/strains/indica/louis-xiii-og,Louis XIII OG
Phylos 2018,SRP173788,SAMN10609651,SRS4167333,SRR8346541,GENOMIC,PAIRED,0,822,White_Tahoe_Cookie__PGT-15516,PGT-15516,PGT-15516,1,,,,White_Tahoe_Cookie__PGT-15516
Phylos 2018,SRP173788,SAMN10609652,SRS4167332,SRR8346540,GENOMIC,PAIRED,0,586,AJ_Sour_Diesel__PGT-15517,PGT-15517,PGT-15517,1,,Sour Diesel,https://www.leafly.com/sativa/sour-diesel,AJ_Sour_Diesel__PGT-15517
Phylos 2018,SRP173788,SAMN10609653,SRS4167329,SRR8346543,GENOMIC,PAIRED,0,576,Bubbas_Gift__PGT-15519,PGT-15519,PGT-15519,1,,Bubba's Gift,https://www.leafly.com/indica/bubbas-gift,Bubba's Gift
Phylos 2018,SRP173788,SAMN10609654,SRS4167758,SRR8346786,GENOMIC,PAIRED,0,767,Zkittlez__PGT-15520,PGT-15520,PGT-15520,1,,Zkittlez,https://www.leafly.com/indica/zkittlez,Zkittlez
Phylos 2018,SRP173788,SAMN10609655,SRS4167328,SRR8346545,GENOMIC,PAIRED,0,629,LA_Pure_Kush__PGT-15521,PGT-15521,PGT-15521,1,,LA Pure Kush,https://cannasos.com/strains/hybrid/la-pure-kush,LA Pure Kush
Phylos 2018,SRP173788,SAMN10609656,SRS4167330,SRR8346544,GENOMIC,PAIRED,0,837,Sherbert_Sunset__PGT-15522,PGT-15522,PGT-15522,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2018,SRP173788,SAMN10609657,SRS4167326,SRR8346547,GENOMIC,PAIRED,0,689,Green_Crack__PGT-15523,PGT-15523,PGT-15523,1,,Green Crack,https://www.leafly.com/sativa/green-crack,Green Crack
Phylos 2018,SRP173788,SAMN10609658,SRS4167327,SRR8346546,GENOMIC,PAIRED,0,633,MJardin_CBD__PGT-15524,PGT-15524,PGT-15524,1,,,,MJardin_CBD__PGT-15524
Phylos 2018,SRP173788,SAMN10609659,SRS4167307,SRR8346566,GENOMIC,PAIRED,0,647,Home_1__PGT-15525,PGT-15525,PGT-15525,1,,,,Home_1__PGT-15525
Phylos 2018,SRP173788,SAMN10609660,SRS4167191,SRR8346682,GENOMIC,PAIRED,0,664,Home_2__PGT-15526,PGT-15526,PGT-15526,1,,,,Home_2__PGT-15526
Phylos 2018,SRP173788,SAMN10609661,SRS4167189,SRR8346683,GENOMIC,PAIRED,0,547,Flower__PGT-15527,PGT-15527,PGT-15527,1,,,,Flower__PGT-15527
Phylos 2018,SRP173788,SAMN10609662,SRS4167190,SRR8346684,GENOMIC,PAIRED,0,601,Farm__PGT-15528,PGT-15528,PGT-15528,1,,,,Farm__PGT-15528
Phylos 2018,SRP173788,SAMN10609663,SRS4167188,SRR8346685,GENOMIC,PAIRED,0,648,Kashmir_Kush__PGT-15530,PGT-15530,PGT-15530,1,,Kashmir Kush,https://www.leafly.com/indica/kashmir-kush,Kashmir Kush
Phylos 2018,SRP173788,SAMN10609664,SRS4167187,SRR8346686,GENOMIC,PAIRED,0,552,Jack_Herer__PGT-15531,PGT-15531,PGT-15531,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2018,SRP173788,SAMN10609665,SRS4167186,SRR8346687,GENOMIC,PAIRED,0,502,Dancehall__PGT-15535,PGT-15535,PGT-15535,1,,Dancehall,https://www.leafly.com/hybrid/dancehall,Dancehall
Phylos 2018,SRP173788,SAMN10609666,SRS4167185,SRR8346688,GENOMIC,PAIRED,0,448,Dancehall__PGT-15536,PGT-15536,PGT-15536,1,,Dancehall,https://www.leafly.com/hybrid/dancehall,Dancehall
Phylos 2018,SRP173788,SAMN10609667,SRS4167195,SRR8346678,GENOMIC,PAIRED,0,1294,Sour_Kush__PGT-15881,PGT-15881,PGT-15881,1,,,,Sour_Kush__PGT-15881
Phylos 2018,SRP173788,SAMN10609668,SRS4167194,SRR8346679,GENOMIC,PAIRED,0,1574,Chemdog_4__PGT-15882,PGT-15882,PGT-15882,1,,Chemdog 4,https://www.leafly.com/hybrid/chemdawg-4,Chemdog 4
Phylos 2018,SRP173788,SAMN10609669,SRS4167852,SRR8347280,GENOMIC,PAIRED,0,2270,Blackberry_Ice_Cream__PGT-15883,PGT-15883,PGT-15883,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609670,SRS4167854,SRR8347279,GENOMIC,PAIRED,0,2753,Maui_Bubble_Gift__PGT-15884,PGT-15884,PGT-15884,1,,,,Maui_Bubble_Gift__PGT-15884
Phylos 2018,SRP173788,SAMN10609671,SRS4167853,SRR8347278,GENOMIC,PAIRED,0,1790,Lucid_Dream__PGT-15885,PGT-15885,PGT-15885,1,,Lucid Dream,https://www.leafly.com/hybrid/lucid-dream,Lucid Dream
Phylos 2018,SRP173788,SAMN10609672,SRS4167855,SRR8347277,GENOMIC,PAIRED,0,2135,Voodoo_Chile__PGT-15886,PGT-15886,PGT-15886,1,,,,Voodoo_Chile__PGT-15886
Phylos 2018,SRP173788,SAMN10609673,SRS4167856,SRR8347276,GENOMIC,PAIRED,0,1506,Fortune_Cookie__PGT-15887,PGT-15887,PGT-15887,1,,Fortune Cookies,https://www.leafly.com/hybrid/fortune-cookies,Fortune Cookies
Phylos 2018,SRP173788,SAMN10609674,SRS4167857,SRR8347275,GENOMIC,PAIRED,0,1813,Strawberry_Diesel_OG__PGT-15888,PGT-15888,PGT-15888,1,,Strawberry Diesel,https://www.leafly.com/hybrid/strawberry-diesel,Strawberry Diesel
Phylos 2018,SRP173788,SAMN10609675,SRS4167858,SRR8347274,GENOMIC,PAIRED,0,2403,Banner__PGT-15889,PGT-15889,PGT-15889,1,,,,Banner__PGT-15889
Phylos 2018,SRP173788,SAMN10609676,SRS4167859,SRR8347273,GENOMIC,PAIRED,0,115,Juicy_Fruit__PGT-161625,PGT-161625,PGT-161625,1,,Juicy Fruit,https://www.leafly.com/hybrid/juicy-fruit,Juicy Fruit
Phylos 2018,SRP173788,SAMN10609677,SRS4167850,SRR8347282,GENOMIC,PAIRED,0,131,Darth_Vader_OG_x_SMores__PGT-161626,PGT-161626,PGT-161626,1,,-,-,Darth_Vader_OG_x_SMores__PGT-161626
Phylos 2018,SRP173788,SAMN10609678,SRS4167851,SRR8347281,GENOMIC,PAIRED,0,120,Space_Goat_1332__PGT-161627,PGT-161627,PGT-161627,1,,,,Space_Goat_1332__PGT-161627
Phylos 2018,SRP173788,SAMN10609679,SRS4167633,SRR8346912,GENOMIC,PAIRED,0,130,Lot_Dog__PGT-161628,PGT-161628,PGT-161628,1,,,,Lot_Dog__PGT-161628
Phylos 2018,SRP173788,SAMN10609680,SRS4167698,SRR8346847,GENOMIC,PAIRED,0,131,North_Indian_Redstem__PGT-161629,PGT-161629,PGT-161629,1,,,,North_Indian_Redstem__PGT-161629
Phylos 2018,SRP173788,SAMN10609681,SRS4167701,SRR8346844,GENOMIC,PAIRED,0,109,Ruby_Slippers__PGT-161630,PGT-161630,PGT-161630,1,,,,Ruby_Slippers__PGT-161630
Phylos 2018,SRP173788,SAMN10609682,SRS4167700,SRR8346845,GENOMIC,PAIRED,0,152,Strawberry_Cheesecake_112__PGT-161631,PGT-161631,PGT-161631,1,,Strawberry Cheesecake,https://www.leafly.com/indica/strawberry-cheesecake,Strawberry Cheesecake
Phylos 2018,SRP173788,SAMN10609683,SRS4167703,SRR8346842,GENOMIC,PAIRED,0,110,Northern_Resurrection__PGT-161633,PGT-161633,PGT-161633,1,,,,Northern_Resurrection__PGT-161633
Phylos 2018,SRP173788,SAMN10609684,SRS4167702,SRR8346843,GENOMIC,PAIRED,0,117,Bubblegum__PGT-161634,PGT-161634,PGT-161634,1,,Bubble Gum,https://www.leafly.com/hybrid/bubble-gum,Bubble Gum
Phylos 2018,SRP173788,SAMN10609685,SRS4167646,SRR8346899,GENOMIC,PAIRED,0,106,Violator_Kush__PGT-161635,PGT-161635,PGT-161635,1,,Violator Kush,https://www.leafly.com/indica/violator-kush,Violator_Kush__PGT-161635
Phylos 2018,SRP173788,SAMN10609686,SRS4167704,SRR8346841,GENOMIC,PAIRED,0,155,Mazari_Grape__PGT-161636,PGT-161636,PGT-161636,1,,,,Mazari_Grape__PGT-161636
Phylos 2018,SRP173788,SAMN10609687,SRS4167707,SRR8346838,GENOMIC,PAIRED,0,150,Mac_Daddy__PGT-161637,PGT-161637,PGT-161637,1,,Mac Daddy,https://cannasos.com/strains/hybrid/mac-daddy,Mac Daddy
Phylos 2018,SRP173788,SAMN10609688,SRS4167706,SRR8346839,GENOMIC,PAIRED,0,160,Snow_LAnd_1__PGT-161642,PGT-161642,PGT-161642,1,,,,Snow_LAnd_1__PGT-161642
Phylos 2018,SRP173788,SAMN10609689,SRS4167443,SRR8346430,GENOMIC,PAIRED,0,175,Snow_LAnd_2__PGT-161643,PGT-161643,PGT-161643,1,,,,Snow_LAnd_2__PGT-161643
Phylos 2018,SRP173788,SAMN10609690,SRS4167444,SRR8346429,GENOMIC,PAIRED,0,165,Unknown_1__PGT-161644,PGT-161644,PGT-161644,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609691,SRS4167441,SRR8346432,GENOMIC,PAIRED,0,145,Unknown_2__PGT-161645,PGT-161645,PGT-161645,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609692,SRS4167442,SRR8346431,GENOMIC,PAIRED,0,201,San_Diego_HawgsBreath__PGT-161646,PGT-161646,PGT-161646,1,,,,San_Diego_HawgsBreath__PGT-161646
Phylos 2018,SRP173788,SAMN10609693,SRS4167447,SRR8346426,GENOMIC,PAIRED,0,146,1981_Skunk_1__PGT-161647,PGT-161647,PGT-161647,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609694,SRS4167448,SRR8346425,GENOMIC,PAIRED,0,164,1988_Skunk_1__PGT-161648,PGT-161648,PGT-161648,1,,Skunk No. 1,https://www.leafly.com/hybrid/skunk-1,Skunk No. 1
Phylos 2018,SRP173788,SAMN10609695,SRS4167446,SRR8346428,GENOMIC,PAIRED,0,189,Purple_Goat__PGT-161649,PGT-161649,PGT-161649,1,,,,Purple_Goat__PGT-161649
Phylos 2018,SRP173788,SAMN10609696,SRS4167445,SRR8346427,GENOMIC,PAIRED,0,135,Super_Sour_Diesel__PGT-161650,PGT-161650,PGT-161650,1,,Super Sour Diesel,https://www.leafly.com/sativa/super-sour-diesel,Super Sour Diesel
Phylos 2018,SRP173788,SAMN10609697,SRS4167451,SRR8346423,GENOMIC,PAIRED,0,187,Purple_Grape_Kool_Aid__PGT-161655,PGT-161655,PGT-161655,1,,,,Purple_Grape_Kool_Aid__PGT-161655
Phylos 2018,SRP173788,SAMN10609698,SRS4167450,SRR8346422,GENOMIC,PAIRED,0,127,Mendocino_Clone_Company_The_Medicine__PGT-161656,PGT-161656,PGT-161656,1,,,,The_Medicine__PGT-161656
Phylos 2018,SRP173788,SAMN10609699,SRS4167355,SRR8346518,GENOMIC,PAIRED,0,130,Mendocino_Clone_Company_San_Fernando_Valley_OG__PGT-161657,PGT-161657,PGT-161657,1,,,,San_Fernando_Valley_OG__PGT-161657
Phylos 2018,SRP173788,SAMN10609700,SRS4167354,SRR8346519,GENOMIC,PAIRED,0,224,Mendocino_Clone_Company_Purple_Punch__PGT-161658,PGT-161658,PGT-161658,1,,,,Purple_Punch__PGT-161658
Phylos 2018,SRP173788,SAMN10609701,SRS4167353,SRR8346520,GENOMIC,PAIRED,0,161,Mendocino_Clone_Company_CBD_Harlequin_Granddaddy_Purple__PGT-161659,PGT-161659,PGT-161659,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609702,SRS4167352,SRR8346521,GENOMIC,PAIRED,0,152,Mendocino_Clone_Company_OG_Kush_F1__PGT-161660,PGT-161660,PGT-161660,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2018,SRP173788,SAMN10609703,SRS4167359,SRR8346514,GENOMIC,PAIRED,0,249,Mendocino_Clone_Company_CBD_Trident__PGT-161661,PGT-161661,PGT-161661,1,,Trident,https://www.leafly.com/hybrid/trident,Trident
Phylos 2018,SRP173788,SAMN10609704,SRS4167358,SRR8346515,GENOMIC,PAIRED,0,231,O-geezus__PGT-161662,PGT-161662,PGT-161662,1,,,,O-geezus__PGT-161662
Phylos 2018,SRP173788,SAMN10609705,SRS4167357,SRR8346516,GENOMIC,PAIRED,0,168,Early_OG__PGT-161663,PGT-161663,PGT-161663,1,,,,Early_OG__PGT-161663
Phylos 2018,SRP173788,SAMN10609706,SRS4167356,SRR8346517,GENOMIC,PAIRED,0,204,Blood_Orange_Amethyst__PGT-161664,PGT-161664,PGT-161664,1,,,,Blood_Orange_Amethyst__PGT-161664
Phylos 2018,SRP173788,SAMN10609707,SRS4167350,SRR8346523,GENOMIC,PAIRED,0,225,Venom_OG_52__PGT-161665,PGT-161665,PGT-161665,1,,,,Venom_OG_52__PGT-161665
Phylos 2018,SRP173788,SAMN10609708,SRS4167349,SRR8346524,GENOMIC,PAIRED,0,211,BlueBerry_Muffin_4__PGT-161666,PGT-161666,PGT-161666,1,,Blueberry Muffin,https://www.leafly.com/hybrid/blueberry-muffins,Blueberry Muffin
Phylos 2018,SRP173788,SAMN10609709,SRS4168023,SRR8347108,GENOMIC,PAIRED,0,213,Mothers_Milk_No._31__PGT-161667,PGT-161667,PGT-161667,1,,,,Mothers_Milk_No._31__PGT-161667
Phylos 2018,SRP173788,SAMN10609710,SRS4168025,SRR8347107,GENOMIC,PAIRED,0,226,GDP_421__PGT-161668,PGT-161668,PGT-161668,1,,,,GDP_421__PGT-161668
Phylos 2018,SRP173788,SAMN10609711,SRS4168026,SRR8347106,GENOMIC,PAIRED,0,227,Purple_Punch__PGT-161669,PGT-161669,PGT-161669,1,,,,Purple_Punch__PGT-161669
Phylos 2018,SRP173788,SAMN10609712,SRS4168027,SRR8347105,GENOMIC,PAIRED,0,171,Best_In_Show__PGT-161670,PGT-161670,PGT-161670,1,,,,Best_In_Show__PGT-161670
Phylos 2018,SRP173788,SAMN10609713,SRS4168020,SRR8347112,GENOMIC,PAIRED,0,217,Ringos_Gift_Katie_Cut__PGT-161671,PGT-161671,PGT-161671,1,,OG Ringo,https://www.leafly.com/hybrid/og-ringo,OG Ringo
Phylos 2018,SRP173788,SAMN10609714,SRS4168021,SRR8347111,GENOMIC,PAIRED,0,234,Punto_Rojo__PGT-161672,PGT-161672,PGT-161672,1,,,,Punto_Rojo__PGT-161672
Phylos 2018,SRP173788,SAMN10609715,SRS4168022,SRR8347110,GENOMIC,PAIRED,0,254,Sheelavathi_India__PGT-161673,PGT-161673,PGT-161673,1,,,,Sheelavathi_India__PGT-161673
Phylos 2018,SRP173788,SAMN10609716,SRS4168024,SRR8347109,GENOMIC,PAIRED,0,225,Malawi__PGT-161674,PGT-161674,PGT-161674,1,,Malawi,https://www.leafly.com/sativa/malawi,Malawi__PGT-161674
Phylos 2018,SRP173788,SAMN10609717,SRS4168018,SRR8347114,GENOMIC,PAIRED,0,269,Odisha__PGT-161675,PGT-161675,PGT-161675,1,,,,Odisha__PGT-161675
Phylos 2018,SRP173788,SAMN10609718,SRS4168019,SRR8347113,GENOMIC,PAIRED,0,145,Colombia_81__PGT-161676,PGT-161676,PGT-161676,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10609719,SRS4167877,SRR8347255,GENOMIC,PAIRED,0,185,Himalayas__PGT-161677,PGT-161677,PGT-161677,1,,Landrace,-,Himalayas__PGT-161677
Phylos 2018,SRP173788,SAMN10609720,SRS4167876,SRR8347256,GENOMIC,PAIRED,0,207,Durban_Poison__PGT-161679,PGT-161679,PGT-161679,1,,Durban Poison,https://www.leafly.com/sativa/durban-poison,Durban Poison
Phylos 2018,SRP173788,SAMN10609721,SRS4167879,SRR8347253,GENOMIC,PAIRED,0,224,Berkeley_12__PGT-161680,PGT-161680,PGT-161680,1,,Berkeley,https://www.leafly.com/sativa/berkeley,Berkeley
Phylos 2018,SRP173788,SAMN10609722,SRS4167878,SRR8347254,GENOMIC,PAIRED,0,196,Berkeley_34__PGT-161681,PGT-161681,PGT-161681,1,,Berkeley,https://www.leafly.com/sativa/berkeley,Berkeley
Phylos 2018,SRP173788,SAMN10609723,SRS4167873,SRR8347259,GENOMIC,PAIRED,0,237,That_70s_Kush__PGT-161682,PGT-161682,PGT-161682,1,,,,That_70s_Kush__PGT-161682
Phylos 2018,SRP173788,SAMN10609724,SRS4167872,SRR8347260,GENOMIC,PAIRED,0,261,S9.3K3XCD.6__PGT-161683,PGT-161683,PGT-161683,1,,,,S9.3K3XCD.6__PGT-161683
Phylos 2018,SRP173788,SAMN10609725,SRS4167875,SRR8347257,GENOMIC,PAIRED,0,311,S95BXZ__PGT-161684,PGT-161684,PGT-161684,1,,,,S95BXZ__PGT-161684
Phylos 2018,SRP173788,SAMN10609726,SRS4167874,SRR8347258,GENOMIC,PAIRED,0,313,S9.3XK3__PGT-161685,PGT-161685,PGT-161685,1,,,,S9.3XK3__PGT-161685
Phylos 2018,SRP173788,SAMN10609727,SRS4167881,SRR8347251,GENOMIC,PAIRED,0,221,Pineapple_Jager__PGT-161686,PGT-161686,PGT-161686,1,,,,Pineapple_Jager__PGT-161686
Phylos 2018,SRP173788,SAMN10609728,SRS4167880,SRR8347252,GENOMIC,PAIRED,0,299,Cherry_Wine__PGT-161687,PGT-161687,PGT-161687,1,,Cherry Wine,https://www.leafly.com/hybrid/cherry-wine,Cherry Wine
Phylos 2018,SRP173788,SAMN10609729,SRS4167611,SRR8346934,GENOMIC,PAIRED,0,292,Sour_Tsunami__PGT-161688,PGT-161688,PGT-161688,1,,Sour Tsunami,https://www.leafly.com/hybrid/sour-tsunami,Sour Tsunami
Phylos 2018,SRP173788,SAMN10609730,SRS4167612,SRR8346933,GENOMIC,PAIRED,0,279,Voyager_1__PGT-161689,PGT-161689,PGT-161689,1,,,,Voyager_1__PGT-161689
Phylos 2018,SRP173788,SAMN10609731,SRS4167609,SRR8346936,GENOMIC,PAIRED,0,277,Alaskan_Blackberry_F2__PGT-161690,PGT-161690,PGT-161690,1,,Alaskan Blackberry,https://cannasos.com/strains/hybrid/alaskan-blackberry,Alaskan Blackberry
Phylos 2018,SRP173788,SAMN10609732,SRS4167610,SRR8346935,GENOMIC,PAIRED,0,331,Cannatonic__PGT-161691,PGT-161691,PGT-161691,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2018,SRP173788,SAMN10609733,SRS4167607,SRR8346938,GENOMIC,PAIRED,0,190,Goji_DC__PGT-161692,PGT-161692,PGT-161692,1,,,,Goji_DC__PGT-161692
Phylos 2018,SRP173788,SAMN10609734,SRS4167608,SRR8346937,GENOMIC,PAIRED,0,177,Jazz__PGT-161693,PGT-161693,PGT-161693,1,,Jazz,https://www.leafly.com/hybrid/jazz,Jazz
Phylos 2018,SRP173788,SAMN10609735,SRS4167605,SRR8346940,GENOMIC,PAIRED,0,133,Dragon_Snacks__PGT-161694,PGT-161694,PGT-161694,1,,,,Dragon_Snacks__PGT-161694
Phylos 2018,SRP173788,SAMN10609736,SRS4167606,SRR8346939,GENOMIC,PAIRED,0,136,Lite_Me_Up__PGT-161695,PGT-161695,PGT-161695,1,,,,Lite_Me_Up__PGT-161695
Phylos 2018,SRP173788,SAMN10609737,SRS4167613,SRR8346932,GENOMIC,PAIRED,0,141,Wubba_Lubba_Dub_Dub__PGT-161696,PGT-161696,PGT-161696,1,,,,Wubba_Lubba_Dub_Dub__PGT-161696
Phylos 2018,SRP173788,SAMN10609738,SRS4167614,SRR8346931,GENOMIC,PAIRED,0,133,N.Y.C.D.__PGT-161697,PGT-161697,PGT-161697,1,,NYC Diesel,https://www.leafly.com/hybrid/nyc-diesel,NYC Diesel
Phylos 2018,SRP173788,SAMN10609739,SRS4167828,SRR8347305,GENOMIC,PAIRED,0,142,Lucys_Lion__PGT-161698,PGT-161698,PGT-161698,1,,Lucys' Lion S1,https://cannasos.com/strains/hybrid/lucys-lion-s1,Lucys' Lion S1
Phylos 2018,SRP173788,SAMN10609740,SRS4167827,SRR8347304,GENOMIC,PAIRED,0,148,CBD_Skunk_Haze__PGT-161699,PGT-161699,PGT-161699,1,,CBD Skunk Haze,https://cannasos.com/strains/hybrid/cbd-skunk-haze,CBD Skunk Haze
Phylos 2018,SRP173788,SAMN10609741,SRS4167825,SRR8346720,GENOMIC,PAIRED,0,270,Black_Dog-BC4_RIC4__PGT-161700,PGT-161700,PGT-161700,1,,Black D.O.G.,https://www.leafly.com/indica/black-dog,Black D.O.G.
Phylos 2018,SRP173788,SAMN10609742,SRS4167826,SRR8346719,GENOMIC,PAIRED,0,274,Black_Dog-Biovortex__PGT-161701,PGT-161701,PGT-161701,1,,Black D.O.G.,https://www.leafly.com/indica/black-dog,Black D.O.G.
Phylos 2018,SRP173788,SAMN10609743,SRS4167453,SRR8346420,GENOMIC,PAIRED,0,193,Jack_Herer__PGT-161702,PGT-161702,PGT-161702,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2018,SRP173788,SAMN10609744,SRS4167454,SRR8346419,GENOMIC,PAIRED,0,228,Sensi_Star__PGT-161703,PGT-161703,PGT-161703,1,,,,Sensi_Star__PGT-161703
Phylos 2018,SRP173788,SAMN10609745,SRS4167449,SRR8346424,GENOMIC,PAIRED,0,234,Lions_Gold__PGT-161793,PGT-161793,PGT-161793,1,,Lion's Gold,,Lion's Gold
Phylos 2018,SRP173788,SAMN10609746,SRS4167452,SRR8346421,GENOMIC,PAIRED,0,283,Sherbert__PGT-161796,PGT-161796,PGT-161796,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2018,SRP173788,SAMN10609747,SRS4168052,SRR8347080,GENOMIC,PAIRED,0,294,SS_x_LA__PGT-161797,PGT-161797,PGT-161797,1,,-,-,-
Phylos 2018,SRP173788,SAMN10609748,SRS4168073,SRR8347060,GENOMIC,PAIRED,0,231,EmeraldMask__PGT-179973,PGT-179973,PGT-179973,1,,,,EmeraldMask__PGT-179973
Phylos 2018,SRP173788,SAMN10609749,SRS4168072,SRR8347059,GENOMIC,PAIRED,0,70,Sunset_Sherbert_B__PGT-179974,PGT-179974,PGT-179974,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2018,SRP173788,SAMN10609750,SRS4168071,SRR8347061,GENOMIC,PAIRED,0,101,Sample_A__PGT-179975,PGT-179975,PGT-179975,1,,,,Sample_A__PGT-179975
Phylos 2018,SRP173788,SAMN10609751,SRS4167886,SRR8347245,GENOMIC,PAIRED,0,29,Jack_Herer_2__PGT-179976,PGT-179976,PGT-179976,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2018,SRP173788,SAMN10609752,SRS4168074,SRR8347058,GENOMIC,PAIRED,0,68,Jack_Herer_1__PGT-179977,PGT-179977,PGT-179977,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2018,SRP173788,SAMN10609753,SRS4167165,SRR8346708,GENOMIC,PAIRED,0,112,Sasquatch_9333__PGT-179978,PGT-179978,PGT-179978,1,,,,Sasquatch_9333__PGT-179978
Phylos 2018,SRP173788,SAMN10609754,SRS4167164,SRR8346709,GENOMIC,PAIRED,0,64,Mk-Ultra_Thseeds_Amsterdam__PGT-179979,PGT-179979,PGT-179979,1,,MK Ultra,https://www.leafly.com/indica/mk-ultra,MK Ultra
Phylos 2018,SRP173788,SAMN10609755,SRS4167167,SRR8346706,GENOMIC,PAIRED,0,81,Wedding_Cake__PGT-179982,PGT-179982,PGT-179982,1,,Wedding Cake,https://www.leafly.com/hybrid/wedding-cake,Wedding Cake
Phylos 2018,SRP173788,SAMN10609756,SRS4167166,SRR8346707,GENOMIC,PAIRED,0,181,CBD_Critical_Mass__PGT-179983,PGT-179983,PGT-179983,1,,CBD Critical Mass,https://www.leafly.com/indica/cbd-critical-mass,CBD Critical Mass
Phylos 2018,SRP173788,SAMN10609757,SRS4167762,SRR8346783,GENOMIC,PAIRED,0,119,NYC_Sister__PGT-179984,PGT-179984,PGT-179984,1,,,,NYC_Sister__PGT-179984
Phylos 2018,SRP173788,SAMN10609758,SRS4167757,SRR8346788,GENOMIC,PAIRED,0,127,Alaska__PGT-179985,PGT-179985,PGT-179985,1,,Alaska,https://www.leafly.com/sativa/alaska,Alaska
Phylos 2018,SRP173788,SAMN10609759,SRS4167499,SRR8347046,GENOMIC,PAIRED,0,142,Sunshine_8__PGT-179986,PGT-179986,PGT-179986,1,,,,Sunshine_8__PGT-179986
Phylos 2018,SRP173788,SAMN10609760,SRS4167513,SRR8347032,GENOMIC,PAIRED,0,161,Lotus_12__PGT-179987,PGT-179987,PGT-179987,1,,,,Lotus_12__PGT-179987
Phylos 2018,SRP173788,SAMN10609761,SRS4167424,SRR8346450,GENOMIC,PAIRED,0,95,91_Chem_12_3__PGT-179988,PGT-179988,PGT-179988,1,,Chemdog 91,https://www.leafly.com/hybrid/chemdawg-91,Chemdog 91
Phylos 2018,SRP173788,SAMN10609762,SRS4167554,SRR8346991,GENOMIC,PAIRED,0,126,Cosmic_Lotus_21__PGT-179989,PGT-179989,PGT-179989,1,,,,Cosmic_Lotus_21__PGT-179989
Phylos 2018,SRP173788,SAMN10609763,SRS4167228,SRR8346644,GENOMIC,PAIRED,0,151,Lemon_OG_Kush__PGT-179990,PGT-179990,PGT-179990,1,,Lemon OG Kush,https://www.leafly.com/hybrid/lemon-og,Lemon OG Kush
Phylos 2018,SRP173788,SAMN10609764,SRS4167478,SRR8346396,GENOMIC,PAIRED,0,81,Avidekel__PGT-179991,PGT-179991,PGT-179991,1,,Avi-Dekel,https://www.leafly.com/hybrid/avi-dekel,Avi-Dekel
Phylos 2018,SRP173788,SAMN10609765,SRS4167480,SRR8346391,GENOMIC,PAIRED,0,114,Midnight__PGT-179992,PGT-179992,PGT-179992,1,,,,Midnight__PGT-179992
Phylos 2018,SRP173788,SAMN10609766,SRS4167490,SRR8346383,GENOMIC,PAIRED,0,165,Purple_Lotus_7__PGT-179993,PGT-179993,PGT-179993,1,,,,Purple_Lotus_7__PGT-179993
Phylos 2018,SRP173788,SAMN10609767,SRS4167628,SRR8346917,GENOMIC,PAIRED,0,126,CBD__PGT-179994,PGT-179994,PGT-179994,1,,,,CBD__PGT-179994
Phylos 2018,SRP173788,SAMN10609768,SRS4167792,SRR8346753,GENOMIC,PAIRED,0,102,Nectar__PGT-179995,PGT-179995,PGT-179995,1,,,,Nectar__PGT-179995
Phylos 2018,SRP173788,SAMN10609769,SRS4167218,SRR8346655,GENOMIC,PAIRED,0,146,Oro_Blanco__PGT-179996,PGT-179996,PGT-179996,1,,,,Oro_Blanco__PGT-179996
